Operation Type, Drone ID, Step Simulated Time, Total Simulated Time
Search, 300, 1.019666, 1525.26
Search, 300, 1.968809, 1527.228
Search, 300, 1.241112, 1528.469
Search, 300, 2.349136, 1530.819
Search, 300, 1.698606, 1532.517
Search, 300, 1.554663, 1534.072
Search, 300, 1.646108, 1535.718
Search, 300, 1.452584, 1537.171
Search, 300, 2.385847, 1539.557
Search, 300, 2.530938, 1542.087
Search, 300, 2.129421, 1544.217
Search, 300, 2.574777, 1546.792
Search, 300, 1.914976, 1548.707
Search, 300, 0.1550165, 1548.862
Search, 300, 2.100162, 1550.962
Search, 300, 2.070591, 1553.032
Search, 300, 1.167065, 1554.199
Search, 300, 2.51092, 1556.71
Search, 300, 1.851107, 1558.561
Search, 300, 2.411822, 1560.973
Search, 300, 1.186688, 1562.16
Search, 300, 1.897268, 1564.057
Search, 300, 1.793553, 1565.851
Search, 300, 1.998348, 1567.849
Search, 300, 2.662906, 1570.512
Search, 300, 2.584917, 1573.097
Search, 300, 0.7357327, 1573.833
Search, 300, 1.240297, 1575.073
Search, 300, 2.105061, 1577.178
Search, 300, 2.377194, 1579.555
Search, 300, 2.536981, 1582.092
Search, 300, 0.9893069, 1583.082
Search, 300, 2.58518, 1585.667
Search, 300, 0.7184842, 1586.385
Search, 300, 2.285892, 1588.671
Search, 300, 1.126531, 1589.798
Search, 300, 0.1979809, 1589.996
Search, 300, 2.482486, 1592.478
Search, 300, 1.82926, 1594.307
Search, 300, 2.129129, 1596.437
Search, 300, 0.8036176, 1597.24
Search, 300, 1.799907, 1599.04
Search, 300, 0.9788174, 1600.019
Search, 300, 1.754106, 1601.773
Search, 300, 1.437737, 1603.211
Search, 300, 1.81758, 1605.028
Search, 300, 1.240537, 1606.269
Search, 300, 1.470995, 1607.74
Search, 300, 1.687459, 1609.427
Search, 300, 1.12669, 1610.554
Search, 300, 2.023699, 1612.578
Search, 300, 2.260376, 1614.838
Search, 300, 2.367587, 1617.206
Search, 300, 2.305702, 1619.511
Search, 300, 1.943844, 1621.455
Search, 300, 2.381867, 1623.837
Search, 300, 2.300688, 1626.138
Search, 300, 0.04793505, 1626.186
Search, 300, 2.24648, 1628.432
Search, 300, 0.5876222, 1629.02
Search, 300, 2.213006, 1631.233
Search, 300, 0.2681261, 1631.501
Search, 300, 0.4969679, 1631.998
Search, 300, 2.184244, 1634.182
Search, 300, 1.82229, 1636.004
Search, 300, 2.398218, 1638.402
Search, 300, 1.683433, 1640.086
Search, 300, 1.819885, 1641.906
Search, 300, 1.351362, 1643.257
Search, 300, 2.60284, 1645.86
Search, 300, 2.425235, 1648.285
Search, 300, 1.110294, 1649.396
Search, 300, 0.8397664, 1650.235
Search, 300, 2.061602, 1652.297
Search, 300, 1.938275, 1654.235
Search, 300, 2.279995, 1656.515
Search, 300, 1.965944, 1658.481
Search, 300, 2.106786, 1660.588
Search, 300, 0.2045106, 1660.792
Search, 300, 2.50221, 1663.295
Search, 300, 0.5786908, 1663.873
Search, 300, 2.182243, 1666.056
Search, 2, 1.049152, 1.049152
Search, 2, 2.594356, 3.643508
Search, 2, 3.643508, 3.643508
Search, 0, 0, 0
Search, 987, 1.249111, 1.249111
Search, 987, 2.647404, 3.896515
Search, 987, 1.810294, 5.70681
Search, 987, 2.46337, 8.170179
Search, 987, 0.9668002, 9.13698
Search, 987, 0.2768484, 9.413829
Search, 987, 2.070235, 11.48406
Search, 987, 2.635837, 14.1199
Search, 987, 0.9818133, 15.10172
Search, 987, 2.227729, 17.32944
Search, 987, 2.249078, 19.57852
Search, 987, 2.608589, 22.18711
Search, 987, 2.594278, 24.78139
Search, 987, 2.650437, 27.43182
Search, 987, 0.5246797, 27.9565
Search, 987, 2.505318, 30.46182
Search, 987, 2.261507, 32.72333
Search, 987, 1.11314, 33.83647
Search, 987, 2.591372, 36.42784
Search, 987, 1.030665, 37.45851
Search, 987, 2.446271, 39.90478
Search, 987, 1.080662, 40.98544
Search, 987, 2.375249, 43.36069
Search, 987, 1.870667, 45.23135
Search, 987, 2.530302, 47.76165
Search, 987, 1.50895, 49.2706
Search, 987, 2.417694, 51.6883
Search, 987, 2.151003, 53.8393
Search, 987, 1.553273, 55.39257
Search, 987, 2.046218, 57.43879
Search, 987, 0.6626661, 58.10146
Search, 987, 1.829066, 59.93053
Search, 987, 0.8686761, 60.7992
Search, 987, 2.511577, 63.31078
Search, 987, 1.719053, 65.02983
Search, 987, 0.3094029, 65.33923
Search, 987, 1.60443, 66.94366
Search, 987, 2.575477, 69.51914
Search, 987, 2.049264, 71.56841
Search, 987, 1.752132, 73.32053
Search, 987, 0.9281183, 74.24865
Search, 987, 2.656406, 76.90505
Search, 987, 2.177624, 79.08268
Search, 987, 2.287374, 81.37006
Search, 987, 2.35721, 83.72726
Search, 987, 1.327392, 85.05466
Search, 987, 1.361398, 86.41605
Search, 987, 1.518507, 87.93456
Search, 987, 1.388803, 89.32336
Search, 987, 1.860011, 91.18337
Search, 987, 2.663105, 93.84647
Search, 987, 1.681294, 95.52777
Search, 987, 2.640139, 98.16791
Search, 987, 2.574471, 100.7424
Search, 987, 0.886748, 101.6291
Search, 987, 1.444063, 103.0732
Search, 987, 0.1836229, 103.2568
Search, 987, 0.9724131, 104.2292
Search, 987, 2.684894, 106.9141
Search, 987, 2.228285, 109.1424
Search, 987, 1.877008, 111.0194
Search, 987, 2.51032, 113.5297
Search, 987, 1.587129, 115.1169
Search, 987, 2.483111, 117.6
Search, 987, 1.983984, 119.584
Search, 987, 1.565377, 121.1493
Search, 987, 2.126488, 123.2758
Search, 987, 2.533499, 125.8093
Search, 987, 0.7975473, 126.6069
Search, 987, 2.619931, 129.2268
Search, 987, 2.26024, 131.487
Search, 987, 2.484895, 133.9719
Search, 987, 2.313398, 136.2853
Search, 987, 0.1712856, 136.4566
Search, 987, 0.5973527, 137.054
Search, 987, 2.187059, 139.241
Search, 987, 1.827826, 141.0688
Search, 987, 1.654254, 142.7231
Search, 987, 1.677157, 144.4002
Search, 987, 1.279858, 145.6801
Search, 987, 0.9037097, 146.5838
Search, 987, 1.297476, 147.8813
Search, 987, 0.5939741, 148.4753
Search, 987, 1.678996, 150.1543
Search, 987, 2.628989, 152.7832
Search, 987, 1.800856, 154.5841
Search, 987, 1.138533, 155.7226
Search, 987, 2.334301, 158.0569
Search, 987, 2.558069, 160.615
Search, 987, 2.013515, 162.6285
Search, 987, 2.596191, 165.2247
Search, 987, 0.3135706, 165.5383
Search, 987, 2.649025, 168.1873
Search, 987, 0.2395532, 168.4269
Search, 987, 2.464511, 170.8914
Search, 987, 1.216787, 172.1082
Search, 987, 1.970847, 174.079
Search, 987, 2.22034, 176.2993
Search, 987, 0.6980678, 176.9974
Search, 987, 0.4308558, 177.4283
Search, 987, 1.282224, 178.7105
Search, 987, 2.529064, 181.2396
Search, 987, 0.6002758, 181.8399
Search, 987, 2.393923, 184.2338
Search, 987, 0.8689912, 185.1028
Search, 987, 2.012383, 187.1152
Search, 987, 2.200638, 189.3158
Search, 987, 2.252579, 191.5684
Search, 987, 0.9043927, 192.4728
Search, 987, 2.10103, 194.5738
Search, 987, 2.338425, 196.9122
Search, 987, 2.242657, 199.1549
Search, 987, 0.8422446, 199.9971
Search, 987, 1.40961, 201.4067
Search, 987, 2.01607, 203.4228
Search, 987, 2.542164, 205.965
Search, 987, 2.227983, 208.1929
Search, 987, 2.198246, 210.3912
Search, 987, 1.517929, 211.9091
Search, 987, 2.596319, 214.5054
Search, 987, 0.7110509, 215.2165
Search, 987, 1.388424, 216.6049
Search, 987, 2.289268, 218.8941
Search, 987, 2.195214, 221.0894
Search, 987, 2.432243, 223.5216
Search, 987, 2.534878, 226.0565
Search, 987, 2.424013, 228.4805
Search, 987, 1.847667, 230.3282
Search, 987, 2.540598, 232.8688
Search, 987, 0.2864038, 233.1552
Search, 987, 1.087664, 234.2428
Search, 987, 2.342827, 236.5857
Search, 987, 1.279212, 237.8649
Search, 987, 0.73823, 238.6031
Search, 987, 2.3899, 240.993
Search, 987, 2.37132, 243.3643
Search, 987, 0.8721143, 244.2365
Search, 987, 2.522057, 246.7585
Search, 987, 0.7842789, 247.5428
Search, 987, 0.9894566, 248.5323
Search, 987, 1.649553, 250.1818
Search, 987, 2.471211, 252.653
Search, 987, 2.30364, 254.9566
Search, 987, 2.597586, 257.5542
Search, 987, 2.513485, 260.0677
Search, 987, 0.8283731, 260.8961
Search, 987, 1.979041, 262.8751
Search, 987, 0.9390517, 263.8142
Search, 987, 2.263312, 266.0775
Search, 987, 2.594351, 268.6718
Search, 987, 2.412358, 271.0842
Search, 987, 1.856461, 272.9407
Search, 987, 2.441108, 275.3818
Search, 987, 2.269809, 277.6516
Search, 987, 1.42431, 279.0759
Search, 987, 2.393914, 281.4698
Search, 987, 1.108878, 282.5787
Search, 987, 2.2967, 284.8754
Search, 987, 2.432118, 287.3075
Search, 987, 0.2933317, 287.6009
Search, 987, 0.9577562, 288.5586
Search, 987, 1.70717, 290.2658
Search, 987, 0.7766281, 291.0424
Search, 987, 2.340199, 293.3827
Search, 987, 2.420678, 295.8033
Search, 987, 2.507272, 298.3106
Search, 987, 1.685568, 299.9962
Search, 987, 1.520062, 301.5162
Search, 987, 0.7951685, 302.3114
Search, 987, 1.488321, 303.7997
Search, 987, 2.577981, 306.3777
Search, 987, 1.931147, 308.3088
Search, 987, 0.6011006, 308.9099
Search, 987, 0.5754954, 309.4854
Search, 987, 2.52929, 312.0147
Search, 987, 1.952239, 313.967
Search, 987, 1.642574, 315.6096
Search, 987, 2.531155, 318.1407
Search, 987, 0.6252022, 318.7659
Search, 987, 2.371239, 321.1372
Search, 987, 0.1200686, 321.2572
Search, 987, 1.742239, 322.9995
Search, 987, 2.088375, 325.0879
Search, 987, 2.43496, 327.5228
Search, 987, 0.2180978, 327.7409
Search, 987, 0.02386678, 327.7648
Search, 987, 2.414816, 330.1796
Search, 987, 0.5767172, 330.7563
Search, 987, 2.077897, 332.8343
Search, 987, 2.375642, 335.2099
Search, 987, 0.1196961, 335.3296
Search, 987, 2.54276, 337.8723
Search, 987, 2.223073, 340.0954
Search, 987, 2.554972, 342.6504
Search, 987, 2.605949, 345.2563
Search, 987, 2.569002, 347.8253
Search, 987, 1.904233, 349.7296
Search, 987, 2.622221, 352.3518
Search, 987, 2.580433, 354.9323
Search, 987, 0.4507158, 355.383
Search, 987, 2.65448, 358.0374
Search, 987, 1.386064, 359.4235
Search, 987, 1.466823, 360.8904
Search, 987, 2.506167, 363.3965
Search, 987, 1.681668, 365.0782
Search, 987, 0.680711, 365.7589
Search, 987, 2.2214, 367.9803
Search, 987, 2.106095, 370.0864
Search, 987, 2.580335, 372.6667
Search, 987, 1.460603, 374.1273
Search, 987, 0.3223864, 374.4497
Search, 987, 2.459014, 376.9088
Search, 987, 0.2255502, 377.1343
Search, 987, 2.402741, 379.537
Search, 987, 1.06625, 380.6033
Search, 987, 0.0469523, 380.6503
Search, 987, 1.194463, 381.8447
Search, 987, 2.112182, 383.9569
Search, 987, 2.278303, 386.2352
Search, 987, 1.484426, 387.7196
Search, 987, 2.208304, 389.9279
Search, 987, 1.105481, 391.0334
Search, 987, 1.540736, 392.5742
Search, 987, 1.138238, 393.7124
Search, 987, 2.075394, 395.7878
Search, 987, 0.3652651, 396.1531
Search, 987, 2.658231, 398.8113
Search, 987, 2.43801, 401.2493
Search, 987, 2.241785, 403.4911
Search, 987, 1.907009, 405.3981
Search, 987, 1.974723, 407.3729
Search, 987, 2.529961, 409.9028
Search, 987, 1.961771, 411.8646
Search, 987, 1.623235, 413.4878
Search, 987, 2.418269, 415.9061
Search, 987, 0.5279547, 416.4341
Search, 987, 2.134457, 418.5685
Search, 987, 2.315306, 420.8838
Search, 987, 1.067787, 421.9516
Search, 987, 1.952292, 423.9039
Search, 987, 1.910344, 425.8142
Search, 987, 1.209315, 427.0236
Search, 987, 2.34439, 429.368
Search, 987, 1.849304, 431.2173
Search, 987, 2.209359, 433.4266
Search, 987, 2.250609, 435.6772
Search, 987, 2.216337, 437.8936
Search, 987, 2.475029, 440.3686
Search, 987, 2.254454, 442.623
Search, 987, 0.4707628, 443.0938
Search, 987, 1.90608, 444.9999
Search, 987, 2.333238, 447.3331
Search, 987, 1.746091, 449.0792
Search, 987, 1.640169, 450.7194
Search, 987, 2.284842, 453.0042
Search, 987, 1.91554, 454.9198
Search, 987, 0.7017412, 455.6215
Search, 987, 1.513117, 457.1346
Search, 987, 2.19216, 459.3268
Search, 987, 1.010834, 460.3376
Search, 987, 0.3838475, 460.7215
Search, 987, 0.3104623, 461.032
Search, 987, 0.5484688, 461.5804
Search, 987, 1.668134, 463.2485
Search, 987, 2.411134, 465.6597
Search, 987, 1.58471, 467.2444
Search, 987, 1.88131, 469.1257
Search, 987, 2.308856, 471.4346
Search, 987, 2.511678, 473.9463
Search, 987, 2.3738, 476.3201
Search, 987, 1.111938, 477.432
Search, 987, 2.523935, 479.9559
Search, 987, 2.266689, 482.2226
Search, 987, 1.016706, 483.2393
Search, 987, 2.449111, 485.6884
Search, 987, 2.213395, 487.9018
Search, 987, 1.105158, 489.007
Search, 987, 2.628288, 491.6353
Search, 987, 2.654256, 494.2896
Search, 987, 2.599094, 496.8886
Search, 987, 2.103271, 498.9919
Search, 987, 2.605484, 501.5974
Search, 987, 1.326383, 502.9238
Search, 987, 1.410698, 504.3345
Search, 987, 1.920073, 506.2546
Search, 987, 2.520061, 508.7746
Search, 987, 2.634723, 511.4094
Search, 987, 0.7474926, 512.1569
Search, 987, 2.675676, 514.8325
Search, 987, 0.1832982, 515.0158
Search, 987, 1.836917, 516.8527
Search, 987, 1.153641, 518.0063
Search, 987, 0.9867439, 518.9931
Search, 987, 0.5621163, 519.5552
Search, 987, 2.191232, 521.7465
Search, 987, 2.683854, 524.4303
Search, 987, 2.617472, 527.0478
Search, 987, 1.78582, 528.8336
Search, 987, 2.24301, 531.0766
Search, 987, 1.021017, 532.0976
Search, 987, 1.579671, 533.6772
Search, 987, 1.072903, 534.7501
Search, 987, 2.498995, 537.2491
Search, 987, 1.799637, 539.0488
Search, 987, 2.289688, 541.3384
Search, 987, 2.059536, 543.3979
Search, 987, 1.974816, 545.3727
Search, 987, 0.3038199, 545.6766
Search, 987, 1.42434, 547.1009
Search, 987, 1.950868, 549.0518
Search, 987, 2.437362, 551.4891
Search, 987, 0.4206363, 551.9098
Search, 987, 0.138597, 552.0484
Search, 987, 0.1729643, 552.2214
Search, 987, 1.384867, 553.6063
Search, 987, 2.678792, 556.285
Search, 987, 1.757845, 558.0429
Search, 987, 2.558223, 560.6011
Search, 987, 2.258579, 562.8597
Search, 987, 0.2506749, 563.1104
Search, 987, 2.501294, 565.6117
Search, 987, 1.909486, 567.5212
Search, 987, 2.539644, 570.0609
Search, 987, 2.592913, 572.6537
Search, 987, 1.100093, 573.7538
Search, 987, 1.132436, 574.8863
Search, 987, 2.324279, 577.2106
Search, 987, 0.7638683, 577.9744
Search, 987, 2.431, 580.4055
Search, 987, 1.341756, 581.7472
Search, 987, 2.545467, 584.2927
Search, 987, 0.6878548, 584.9805
Search, 987, 1.873793, 586.8543
Search, 987, 2.489193, 589.3435
Search, 987, 1.721983, 591.0655
Search, 987, 2.156602, 593.2221
Search, 987, 1.54616, 594.7682
Search, 987, 2.446935, 597.2152
Search, 987, 2.187261, 599.4025
Search, 987, 1.797904, 601.2004
Search, 987, 2.126239, 603.3266
Search, 987, 2.191487, 605.5181
Search, 987, 2.452304, 607.9704
Search, 987, 1.86062, 609.831
Search, 987, 1.3752, 611.2062
Search, 987, 2.455796, 613.662
Search, 987, 1.820485, 615.4825
Search, 987, 1.703457, 617.1859
Search, 987, 1.615842, 618.8018
Search, 987, 2.631871, 621.4337
Search, 987, 1.757855, 623.1915
Search, 987, 2.54792, 625.7394
Search, 987, 1.726457, 627.4659
Search, 987, 0.4273549, 627.8932
Search, 987, 2.102301, 629.9955
Search, 987, 2.499849, 632.4954
Search, 987, 1.756051, 634.2515
Search, 987, 1.589534, 635.841
Search, 987, 2.660556, 638.5016
Search, 987, 2.389108, 640.8907
Search, 987, 1.541033, 642.4317
Search, 987, 0.125495, 642.5572
Search, 987, 0.3398306, 642.897
Search, 987, 2.48793, 645.3849
Search, 987, 2.365028, 647.75
Search, 987, 1.873259, 649.6232
Search, 987, 0.5705379, 650.1938
Search, 987, 1.91067, 652.1044
Search, 987, 1.62791, 653.7324
Search, 987, 1.072593, 654.8049
Search, 987, 1.456037, 656.261
Search, 987, 2.116403, 658.3774
Search, 987, 2.377421, 660.7548
Search, 987, 2.383703, 663.1385
Search, 987, 2.475433, 665.614
Search, 987, 1.343443, 666.9574
Search, 987, 0.3471698, 667.3046
Search, 987, 1.467683, 668.7723
Search, 987, 1.899202, 670.6715
Search, 987, 2.512851, 673.1844
Search, 987, 2.258719, 675.4431
Search, 987, 2.649305, 678.0924
Search, 987, 1.611407, 679.7038
Search, 987, 2.543371, 682.2472
Search, 987, 1.048231, 683.2954
Search, 987, 2.035182, 685.3306
Search, 987, 1.162038, 686.4926
Search, 987, 2.284722, 688.7773
Search, 987, 0.1936818, 688.971
Search, 987, 2.595403, 691.5664
Search, 987, 0.9215801, 692.488
Search, 987, 0.08898707, 692.577
Search, 987, 2.361416, 694.9384
Search, 987, 2.178521, 697.1169
Search, 987, 2.62001, 699.7369
Search, 987, 1.833713, 701.5706
Search, 987, 2.384765, 703.9554
Search, 987, 1.199034, 705.1544
Search, 987, 2.629363, 707.7838
Search, 987, 2.539136, 710.3229
Search, 987, 2.471446, 712.7943
Search, 987, 2.029382, 714.8237
Search, 987, 1.913017, 716.7367
Search, 987, 0.3735834, 717.1103
Search, 987, 0.3789403, 717.4893
Search, 987, 1.556738, 719.046
Search, 987, 0.7447873, 719.7908
Search, 987, 0.4512313, 720.2421
Search, 987, 0.5222046, 720.7643
Search, 987, 2.22826, 722.9926
Search, 987, 1.985892, 724.9785
Search, 987, 2.397083, 727.3755
Search, 987, 2.590494, 729.9661
Search, 987, 1.69754, 731.6636
Search, 987, 2.541142, 734.2047
Search, 987, 2.23816, 736.4429
Search, 987, 0.4819829, 736.9249
Search, 987, 0.6013389, 737.5262
Search, 987, 2.045676, 739.5718
Search, 987, 2.102872, 741.6747
Search, 987, 1.13181, 742.8065
Search, 987, 2.271871, 745.0784
Search, 987, 1.648841, 746.7272
Search, 987, 1.559877, 748.2871
Search, 987, 1.836209, 750.1233
Search, 987, 1.277719, 751.401
Search, 987, 2.132581, 753.5336
Search, 987, 1.933545, 755.4671
Search, 987, 1.573949, 757.0411
Search, 987, 2.600275, 759.6414
Search, 987, 1.583273, 761.2246
Search, 987, 2.223631, 763.4482
Search, 987, 2.637259, 766.0855
Search, 987, 1.688697, 767.7742
Search, 987, 2.337354, 770.1116
Search, 987, 0.8717834, 770.9833
Search, 987, 0.3553794, 771.3387
Search, 987, 2.550503, 773.8892
Search, 987, 2.309511, 776.1987
Search, 987, 2.424435, 778.6232
Search, 987, 2.516452, 781.1396
Search, 987, 1.949085, 783.0887
Search, 987, 2.177243, 785.266
Search, 987, 2.029791, 787.2958
Search, 987, 2.536535, 789.8323
Search, 987, 0.2684357, 790.1008
Search, 987, 2.19685, 792.2976
Search, 987, 0.3141551, 792.6118
Search, 987, 2.093607, 794.7054
Search, 987, 2.677202, 797.3826
Search, 987, 2.559975, 799.9426
Search, 987, 1.90454, 801.8471
Search, 987, 2.041246, 803.8884
Search, 987, 2.344185, 806.2325
Search, 987, 2.186996, 808.4196
Search, 987, 2.110875, 810.5305
Search, 987, 2.215925, 812.7464
Search, 987, 0.07239544, 812.8188
Search, 987, 0.08949168, 812.9083
Search, 987, 1.839772, 814.748
Search, 987, 1.74606, 816.4941
Search, 987, 2.234014, 818.7281
Search, 987, 1.658419, 820.3865
Search, 987, 1.104596, 821.4911
Search, 987, 2.684196, 824.1754
Search, 987, 0.8078452, 824.9832
Search, 987, 1.842454, 826.8257
Search, 987, 0.4227012, 827.2484
Search, 987, 1.816446, 829.0649
Search, 987, 2.615183, 831.6801
Search, 987, 0.2039151, 831.884
Search, 987, 1.153603, 833.0376
Search, 987, 2.572264, 835.6099
Search, 987, 1.947892, 837.5577
Search, 987, 2.416522, 839.9742
Search, 987, 1.041613, 841.0159
Search, 987, 2.160376, 843.1763
Search, 987, 1.990762, 845.1671
Search, 987, 0.09983566, 845.2669
Search, 987, 2.155022, 847.4219
Search, 987, 1.707351, 849.1293
Search, 987, 2.525145, 851.6544
Search, 987, 1.479764, 853.1342
Search, 987, 2.589178, 855.7233
Search, 987, 2.36198, 858.0853
Search, 987, 0.1404366, 858.2258
Search, 987, 2.49086, 860.7166
Search, 987, 0.6336312, 861.3502
Search, 987, 0.712548, 862.0627
Search, 987, 2.468273, 864.531
Search, 987, 2.075349, 866.6064
Search, 987, 2.492792, 869.0992
Search, 987, 2.435282, 871.5345
Search, 987, 2.044922, 873.5794
Search, 987, 0.6472911, 874.2267
Search, 987, 1.814541, 876.0412
Search, 987, 2.331256, 878.3724
Search, 987, 1.282676, 879.6551
Search, 987, 1.848493, 881.5036
Search, 987, 1.378583, 882.8822
Search, 987, 2.262872, 885.1451
Search, 987, 2.599073, 887.7441
Search, 987, 1.045581, 888.7897
Search, 987, 2.565555, 891.3553
Search, 987, 2.150308, 893.5056
Search, 987, 2.219217, 895.7249
Search, 987, 2.255002, 897.9799
Search, 987, 1.260445, 899.2403
Search, 987, 2.171869, 901.4122
Search, 987, 2.658031, 904.0702
Search, 987, 2.431512, 906.5017
Search, 987, 2.461488, 908.9632
Search, 987, 1.395674, 910.3589
Search, 987, 1.823957, 912.1829
Search, 987, 1.238979, 913.4218
Search, 987, 2.118093, 915.5399
Search, 987, 2.579802, 918.1197
Search, 987, 0.09325923, 918.213
Search, 987, 1.309379, 919.5223
Search, 987, 1.864006, 921.3864
Search, 987, 2.61782, 924.0042
Search, 987, 1.373686, 925.3778
Search, 987, 2.424775, 927.8026
Search, 987, 0.9615617, 928.7642
Search, 987, 2.169363, 930.9335
Search, 987, 1.569088, 932.5026
Search, 987, 2.346094, 934.8487
Search, 987, 0.1768105, 935.0255
Search, 987, 2.4436, 937.4691
Search, 987, 2.159741, 939.6288
Search, 987, 2.336928, 941.9658
Search, 987, 2.58373, 944.5495
Search, 987, 2.612228, 947.1617
Search, 987, 1.235299, 948.397
Search, 987, 2.418558, 950.8156
Search, 987, 1.804923, 952.6205
Search, 987, 1.527049, 954.1476
Search, 987, 2.286262, 956.4338
Search, 987, 2.305962, 958.7398
Search, 987, 2.645411, 961.3852
Search, 987, 2.473227, 963.8584
Search, 987, 2.439986, 966.2984
Search, 987, 2.63352, 968.9319
Search, 987, 2.633432, 971.5654
Search, 987, 1.261378, 972.8267
Search, 987, 1.988403, 974.8151
Search, 987, 0.1518484, 974.967
Search, 987, 2.403547, 977.3705
Search, 987, 0.4203969, 977.791
Search, 987, 2.34607, 980.137
Search, 987, 2.053496, 982.1905
Search, 987, 2.706288, 984.8968
Search, 987, 2.688851, 987.5856
Search, 987, 2.667813, 990.2534
Search, 987, 2.631413, 992.8848
Search, 987, 0.7620683, 993.6469
Search, 987, 1.26582, 994.9127
Search, 987, 1.059807, 995.9725
Search, 987, 1.409527, 997.3821
Search, 987, 2.319556, 999.7017
Search, 987, 0.4007743, 1000.102
Search, 987, 2.24103, 1002.343
Search, 987, 2.081173, 1004.425
Search, 987, 0.6868751, 1005.112
Search, 987, 2.46173, 1007.573
Search, 987, 1.769071, 1009.342
Search, 987, 2.67945, 1012.022
Search, 987, 0.8049965, 1012.827
Search, 987, 2.572181, 1015.399
Search, 987, 2.596923, 1017.996
Search, 987, 0.3491706, 1018.345
Search, 987, 2.358397, 1020.703
Search, 987, 2.374983, 1023.078
Search, 987, 1.662209, 1024.741
Search, 987, 2.49365, 1027.234
Search, 987, 1.608003, 1028.842
Search, 987, 2.175791, 1031.018
Search, 987, 0.02352332, 1031.042
Search, 987, 0.1447324, 1031.186
Search, 987, 2.481484, 1033.668
Search, 987, 1.40276, 1035.071
Search, 987, 1.070217, 1036.141
Search, 987, 1.179332, 1037.32
Search, 987, 1.826238, 1039.146
Search, 987, 2.454165, 1041.601
Search, 987, 0.9110139, 1042.512
Search, 987, 2.156943, 1044.669
Search, 987, 2.267242, 1046.936
Search, 987, 0.6586885, 1047.594
Search, 987, 1.291903, 1048.886
Search, 987, 2.498099, 1051.384
Search, 987, 0.3352497, 1051.72
Search, 987, 0.4994217, 1052.219
Search, 987, 2.456359, 1054.675
Search, 987, 0.9620581, 1055.637
Search, 987, 1.811227, 1057.449
Search, 987, 2.289448, 1059.738
Search, 987, 0.9150576, 1060.653
Search, 987, 0.2852716, 1060.938
Search, 987, 2.472107, 1063.411
Search, 987, 0.7741622, 1064.185
Search, 987, 2.453777, 1066.638
Search, 987, 1.11024, 1067.749
Search, 987, 2.505259, 1070.254
Search, 987, 2.481314, 1072.735
Search, 987, 2.000014, 1074.735
Search, 987, 2.376992, 1077.112
Search, 987, 2.392913, 1079.505
Search, 987, 2.054307, 1081.559
Search, 987, 2.091916, 1083.651
Search, 987, 2.34849, 1086
Search, 987, 1.860582, 1087.86
Search, 987, 0.6685763, 1088.529
Search, 987, 2.262142, 1090.791
Search, 987, 0.8825608, 1091.674
Search, 987, 2.131975, 1093.806
Search, 987, 1.406452, 1095.212
Search, 987, 0.8943472, 1096.106
Search, 987, 2.360892, 1098.467
Search, 987, 0.546002, 1099.013
Search, 987, 0.3350698, 1099.348
Search, 987, 1.546613, 1100.895
Search, 987, 2.442647, 1103.338
Search, 987, 2.668892, 1106.007
Search, 987, 2.435084, 1108.442
Search, 987, 2.247503, 1110.689
Search, 987, 0.8689572, 1111.558
Search, 987, 1.129511, 1112.688
Search, 987, 2.247889, 1114.936
Search, 987, 0.3273719, 1115.263
Search, 987, 1.676978, 1116.94
Search, 987, 2.424163, 1119.364
Search, 987, 2.464083, 1121.828
Search, 987, 1.716118, 1123.544
Search, 987, 1.261332, 1124.806
Search, 987, 2.079661, 1126.885
Search, 987, 2.143806, 1129.029
Search, 987, 2.549966, 1131.579
Search, 987, 2.472042, 1134.051
Search, 987, 1.0041, 1135.055
Search, 987, 2.347276, 1137.403
Search, 987, 2.264032, 1139.667
Search, 987, 1.454181, 1141.121
Search, 987, 2.39916, 1143.52
Search, 987, 1.509269, 1145.029
Search, 987, 2.538215, 1147.568
Search, 987, 0.4019109, 1147.969
Search, 987, 0.6424417, 1148.612
Search, 987, 2.3991, 1151.011
Search, 987, 2.105623, 1153.116
Search, 987, 2.599151, 1155.716
Search, 987, 2.420019, 1158.136
Search, 987, 2.240647, 1160.376
Search, 987, 1.968669, 1162.345
Search, 987, 2.246428, 1164.591
Search, 987, 2.448576, 1167.04
Search, 987, 2.556201, 1169.596
Search, 987, 1.233455, 1170.829
Search, 987, 0.4811725, 1171.311
Search, 987, 2.544023, 1173.855
Search, 987, 0.2586602, 1174.113
Search, 987, 2.556625, 1176.67
Search, 987, 2.463742, 1179.134
Search, 987, 2.388824, 1181.523
Search, 987, 0.3045657, 1181.827
Search, 987, 2.579852, 1184.407
Search, 987, 1.318187, 1185.725
Search, 987, 2.17808, 1187.903
Search, 987, 1.742997, 1189.646
Search, 987, 2.423852, 1192.07
Search, 987, 1.544435, 1193.615
Search, 987, 2.695074, 1196.31
Search, 987, 0.08911774, 1196.399
Search, 987, 1.432961, 1197.832
Search, 987, 0.9551608, 1198.787
Search, 987, 0.6585587, 1199.446
Search, 987, 2.476752, 1201.922
Search, 987, 0.5634045, 1202.486
Search, 987, 0.6583986, 1203.144
Search, 987, 1.030294, 1204.174
Search, 987, 1.544011, 1205.719
Search, 987, 2.523773, 1208.242
Search, 987, 1.101033, 1209.343
Search, 987, 2.267573, 1211.611
Search, 987, 2.381527, 1213.992
